date[dTt] r[AU] clt[rad] lon[rad] n[1/cm^3] P[Pa] vr[km/s] vclt[km/s] vlon[km/s] Br[nT] Bclt[nT] Blon[nT]
2017-09-04T05:03:54 1.00846e+00 1.44456e+00 -1.33250e-05 5.34615e+00 3.24512e-12 4.05573e+02 -5.62707e+00 -1.76113e+00 9.98834e-01 7.61372e-03 -9.15781e-01 
2017-09-04T05:13:54 1.00846e+00 1.44456e+00 -1.32843e-05 5.36000e+00 3.24689e-12 4.05175e+02 -5.59344e+00 -1.73945e+00 9.96705e-01 7.44013e-03 -9.14733e-01 
2017-09-04T05:23:53 1.00846e+00 1.44455e+00 -1.32435e-05 5.37386e+00 3.24864e-12 4.04778e+02 -5.55904e+00 -1.71745e+00 9.94562e-01 7.31642e-03 -9.13682e-01 
2017-09-04T05:33:53 1.00846e+00 1.44455e+00 -1.32028e-05 5.38774e+00 3.25035e-12 4.04383e+02 -5.52388e+00 -1.69512e+00 9.92406e-01 7.23177e-03 -9.12626e-01 
2017-09-04T05:43:53 1.00845e+00 1.44455e+00 -1.31620e-05 5.40167e+00 3.25202e-12 4.03989e+02 -5.48802e+00 -1.67244e+00 9.90238e-01 7.17391e-03 -9.11566e-01 
2017-09-04T05:53:54 1.00845e+00 1.44455e+00 -1.31213e-05 5.41566e+00 3.25363e-12 4.03597e+02 -5.45153e+00 -1.64940e+00 9.88060e-01 7.13381e-03 -9.10501e-01 
2017-09-04T06:03:54 1.00845e+00 1.44455e+00 -1.30805e-05 5.42972e+00 3.25519e-12 4.03206e+02 -5.41447e+00 -1.62599e+00 9.85870e-01 7.10426e-03 -9.09430e-01 
2017-09-04T06:13:54 1.00845e+00 1.44455e+00 -1.30397e-05 5.44387e+00 3.25671e-12 4.02817e+02 -5.37693e+00 -1.60219e+00 9.83671e-01 7.07966e-03 -9.08352e-01 
2017-09-04T06:23:54 1.00845e+00 1.44455e+00 -1.29990e-05 5.45812e+00 3.25820e-12 4.02429e+02 -5.33898e+00 -1.57799e+00 9.81463e-01 7.05897e-03 -9.07267e-01 
2017-09-04T06:33:54 1.00845e+00 1.44455e+00 -1.29582e-05 5.47248e+00 3.25968e-12 4.02043e+02 -5.30070e+00 -1.55335e+00 9.79247e-01 7.04349e-03 -9.06172e-01 
2017-09-04T06:43:54 1.00844e+00 1.44455e+00 -1.29174e-05 5.48696e+00 3.26118e-12 4.01658e+02 -5.26218e+00 -1.52824e+00 9.77023e-01 7.03197e-03 -9.05067e-01 
2017-09-04T06:53:54 1.00844e+00 1.44454e+00 -1.28767e-05 5.50155e+00 3.26270e-12 4.01275e+02 -5.22347e+00 -1.50262e+00 9.74791e-01 7.02076e-03 -9.03949e-01 
2017-09-04T07:03:54 1.00844e+00 1.44454e+00 -1.28359e-05 5.51625e+00 3.26427e-12 4.00893e+02 -5.18463e+00 -1.47646e+00 9.72552e-01 7.00808e-03 -9.02817e-01 
2017-09-04T07:13:54 1.00844e+00 1.44454e+00 -1.27952e-05 5.53106e+00 3.26589e-12 4.00513e+02 -5.14574e+00 -1.44972e+00 9.70307e-01 6.99647e-03 -9.01669e-01 
2017-09-04T07:23:54 1.00844e+00 1.44454e+00 -1.27544e-05 5.54598e+00 3.26758e-12 4.00134e+02 -5.10683e+00 -1.42234e+00 9.68055e-01 6.98272e-03 -9.00504e-01 
2017-09-04T07:33:54 1.00844e+00 1.44454e+00 -1.27136e-05 5.56098e+00 3.26934e-12 3.99756e+02 -5.06794e+00 -1.39427e+00 9.65795e-01 6.95511e-03 -8.99319e-01 
2017-09-04T07:43:54 1.00843e+00 1.44454e+00 -1.26729e-05 5.57606e+00 3.27116e-12 3.99379e+02 -5.02911e+00 -1.36547e+00 9.63528e-01 6.89255e-03 -8.98113e-01 
2017-09-04T07:53:54 1.00843e+00 1.44454e+00 -1.26321e-05 5.59120e+00 3.27304e-12 3.99004e+02 -4.99037e+00 -1.33590e+00 9.61251e-01 6.77506e-03 -8.96883e-01 
2017-09-04T08:03:54 1.00843e+00 1.44454e+00 -1.25914e-05 5.60638e+00 3.27498e-12 3.98630e+02 -4.95176e+00 -1.30550e+00 9.58961e-01 6.59327e-03 -8.95630e-01 
2017-09-04T08:13:54 1.00843e+00 1.44454e+00 -1.25506e-05 5.62158e+00 3.27697e-12 3.98256e+02 -4.91331e+00 -1.27425e+00 9.56657e-01 6.35306e-03 -8.94353e-01 
2017-09-04T08:23:54 1.00843e+00 1.44453e+00 -1.25099e-05 5.63680e+00 3.27901e-12 3.97884e+02 -4.87506e+00 -1.24211e+00 9.54335e-01 6.07068e-03 -8.93055e-01 
2017-09-04T08:33:54 1.00843e+00 1.44453e+00 -1.24691e-05 5.65201e+00 3.28109e-12 3.97513e+02 -4.83701e+00 -1.20905e+00 9.51991e-01 5.76524e-03 -8.91736e-01 
2017-09-04T08:43:54 1.00842e+00 1.44453e+00 -1.24283e-05 5.66720e+00 3.28322e-12 3.97142e+02 -4.79917e+00 -1.17506e+00 9.49624e-01 5.45352e-03 -8.90400e-01 
2017-09-04T08:53:54 1.00842e+00 1.44453e+00 -1.23876e-05 5.68238e+00 3.28541e-12 3.96773e+02 -4.76154e+00 -1.14014e+00 9.47234e-01 5.14828e-03 -8.89050e-01 
2017-09-04T09:03:53 1.00842e+00 1.44453e+00 -1.23468e-05 5.69753e+00 3.28766e-12 3.96404e+02 -4.72411e+00 -1.10430e+00 9.44820e-01 4.85883e-03 -8.87690e-01 
2017-09-04T09:13:53 1.00842e+00 1.44453e+00 -1.23061e-05 5.71267e+00 3.28999e-12 3.96037e+02 -4.68685e+00 -1.06756e+00 9.42383e-01 4.59175e-03 -8.86323e-01 
2017-09-04T09:23:54 1.00842e+00 1.44453e+00 -1.22653e-05 5.72780e+00 3.29241e-12 3.95670e+02 -4.64976e+00 -1.02994e+00 9.39925e-01 4.35230e-03 -8.84953e-01 
2017-09-04T09:33:54 1.00842e+00 1.44453e+00 -1.22245e-05 5.74294e+00 3.29493e-12 3.95303e+02 -4.61281e+00 -9.91493e-01 9.37447e-01 4.14359e-03 -8.83587e-01 
2017-09-04T09:43:54 1.00841e+00 1.44452e+00 -1.21838e-05 5.75810e+00 3.29758e-12 3.94938e+02 -4.57600e+00 -9.52259e-01 9.34953e-01 3.96870e-03 -8.82226e-01 
2017-09-04T09:53:54 1.00841e+00 1.44452e+00 -1.21430e-05 5.77330e+00 3.30036e-12 3.94574e+02 -4.53933e+00 -9.12286e-01 9.32444e-01 3.82778e-03 -8.80875e-01 
2017-09-04T10:03:54 1.00841e+00 1.44452e+00 -1.21022e-05 5.78858e+00 3.30328e-12 3.94210e+02 -4.50281e+00 -8.71624e-01 9.29925e-01 3.72214e-03 -8.79534e-01 
2017-09-04T10:13:54 1.00841e+00 1.44452e+00 -1.20615e-05 5.80396e+00 3.30635e-12 3.93847e+02 -4.46648e+00 -8.30319e-01 9.27398e-01 3.64802e-03 -8.78201e-01 
2017-09-04T10:23:54 1.00841e+00 1.44452e+00 -1.20207e-05 5.81948e+00 3.30956e-12 3.93485e+02 -4.43036e+00 -7.88411e-01 9.24867e-01 3.60211e-03 -8.76872e-01 
2017-09-04T10:33:54 1.00840e+00 1.44452e+00 -1.19800e-05 5.83516e+00 3.31290e-12 3.93124e+02 -4.39454e+00 -7.45933e-01 9.22335e-01 3.58056e-03 -8.75545e-01 
2017-09-04T10:43:54 1.00840e+00 1.44452e+00 -1.19392e-05 5.85105e+00 3.31638e-12 3.92763e+02 -4.35908e+00 -7.02911e-01 9.19803e-01 3.56358e-03 -8.74214e-01 
2017-09-04T10:53:54 1.00840e+00 1.44452e+00 -1.18984e-05 5.86717e+00 3.31999e-12 3.92404e+02 -4.32406e+00 -6.59364e-01 9.17275e-01 3.55344e-03 -8.72876e-01 
2017-09-04T11:03:54 1.00840e+00 1.44452e+00 -1.18577e-05 5.88356e+00 3.32373e-12 3.92046e+02 -4.28956e+00 -6.15305e-01 9.14753e-01 3.58301e-03 -8.71525e-01 
2017-09-04T11:13:54 1.00840e+00 1.44451e+00 -1.18169e-05 5.90024e+00 3.32760e-12 3.91690e+02 -4.25563e+00 -5.70741e-01 9.12244e-01 3.69681e-03 -8.70158e-01 
2017-09-04T11:23:54 1.00840e+00 1.44451e+00 -1.17762e-05 5.91722e+00 3.33159e-12 3.91334e+02 -4.22232e+00 -5.25674e-01 9.09755e-01 3.88580e-03 -8.68773e-01 
2017-09-04T11:33:54 1.00839e+00 1.44451e+00 -1.17354e-05 5.93452e+00 3.33574e-12 3.90980e+02 -4.18965e+00 -4.80103e-01 9.07296e-01 4.10273e-03 -8.67367e-01 
2017-09-04T11:43:54 1.00839e+00 1.44451e+00 -1.16947e-05 5.95215e+00 3.34005e-12 3.90627e+02 -4.15761e+00 -4.34024e-01 9.04868e-01 4.28290e-03 -8.65940e-01 
2017-09-04T11:53:54 1.00839e+00 1.44451e+00 -1.16539e-05 5.97008e+00 3.34454e-12 3.90276e+02 -4.12618e+00 -3.87435e-01 9.02470e-01 4.39435e-03 -8.64491e-01 
2017-09-04T12:03:54 1.00839e+00 1.44451e+00 -1.16118e-05 5.98832e+00 3.34924e-12 3.89926e+02 -4.09526e+00 -3.40339e-01 9.00097e-01 4.44106e-03 -8.63022e-01 
2017-09-04T12:13:54 1.00839e+00 1.44451e+00 -1.15675e-05 6.00683e+00 3.35415e-12 3.89577e+02 -4.06478e+00 -2.92745e-01 8.97742e-01 4.44992e-03 -8.61537e-01 
2017-09-04T12:23:54 1.00839e+00 1.44451e+00 -1.15232e-05 6.02561e+00 3.35927e-12 3.89229e+02 -4.03465e+00 -2.44660e-01 8.95398e-01 4.44205e-03 -8.60037e-01 
2017-09-04T12:33:54 1.00838e+00 1.44451e+00 -1.14788e-05 6.04463e+00 3.36461e-12 3.88882e+02 -4.00482e+00 -1.96101e-01 8.93064e-01 4.42769e-03 -8.58528e-01 
2017-09-04T12:43:53 1.00838e+00 1.44451e+00 -1.14345e-05 6.06389e+00 3.37017e-12 3.88536e+02 -3.97524e+00 -1.47092e-01 8.90736e-01 4.38580e-03 -8.57013e-01 
2017-09-04T12:53:53 1.00838e+00 1.44450e+00 -1.13902e-05 6.08339e+00 3.37593e-12 3.88191e+02 -3.94590e+00 -9.76615e-02 8.88414e-01 4.27943e-03 -8.55498e-01 
2017-09-04T13:03:54 1.00838e+00 1.44450e+00 -1.13459e-05 6.10313e+00 3.38190e-12 3.87848e+02 -3.91679e+00 -4.78408e-02 8.86092e-01 4.09237e-03 -8.53987e-01 
2017-09-04T13:13:54 1.00838e+00 1.44450e+00 -1.13016e-05 6.12311e+00 3.38807e-12 3.87505e+02 -3.88792e+00 2.33382e-03 8.83768e-01 3.83458e-03 -8.52483e-01 
2017-09-04T13:23:54 1.00838e+00 1.44450e+00 -1.12573e-05 6.14334e+00 3.39443e-12 3.87163e+02 -3.85930e+00 5.28245e-02 8.81437e-01 3.53269e-03 -8.50992e-01 
2017-09-04T13:33:54 1.00837e+00 1.44450e+00 -1.12130e-05 6.16382e+00 3.40099e-12 3.86822e+02 -3.83091e+00 1.03592e-01 8.79094e-01 3.21655e-03 -8.49514e-01 
2017-09-04T13:43:54 1.00837e+00 1.44450e+00 -1.11687e-05 6.18456e+00 3.40773e-12 3.86482e+02 -3.80274e+00 1.54598e-01 8.76738e-01 2.90692e-03 -8.48051e-01 
2017-09-04T13:53:54 1.00837e+00 1.44450e+00 -1.11244e-05 6.20554e+00 3.41466e-12 3.86142e+02 -3.77473e+00 2.05801e-01 8.74367e-01 2.61530e-03 -8.46599e-01 
2017-09-04T14:03:54 1.00837e+00 1.44450e+00 -1.10801e-05 6.22678e+00 3.42176e-12 3.85804e+02 -3.74686e+00 2.57163e-01 8.71981e-01 2.34537e-03 -8.45156e-01 
2017-09-04T14:13:54 1.00837e+00 1.44450e+00 -1.10358e-05 6.24828e+00 3.42903e-12 3.85467e+02 -3.71906e+00 3.08644e-01 8.69581e-01 2.09598e-03 -8.43716e-01 
2017-09-04T14:23:54 1.00837e+00 1.44450e+00 -1.09915e-05 6.27003e+00 3.43648e-12 3.85131e+02 -3.69129e+00 3.60205e-01 8.67167e-01 1.86327e-03 -8.42278e-01 
2017-09-04T14:33:54 1.00836e+00 1.44450e+00 -1.09472e-05 6.29204e+00 3.44409e-12 3.84796e+02 -3.66351e+00 4.11810e-01 8.64741e-01 1.64358e-03 -8.40838e-01 
2017-09-04T14:43:54 1.00836e+00 1.44450e+00 -1.09029e-05 6.31431e+00 3.45187e-12 3.84462e+02 -3.63569e+00 4.63419e-01 8.62303e-01 1.43501e-03 -8.39392e-01 
2017-09-04T14:53:54 1.00836e+00 1.44449e+00 -1.08586e-05 6.33684e+00 3.45981e-12 3.84129e+02 -3.60778e+00 5.14997e-01 8.59856e-01 1.23758e-03 -8.37939e-01 
2017-09-04T15:03:54 1.00836e+00 1.44449e+00 -1.08143e-05 6.35964e+00 3.46791e-12 3.83798e+02 -3.57974e+00 5.66509e-01 8.57402e-01 1.05200e-03 -8.36476e-01 
2017-09-04T15:13:54 1.00836e+00 1.44449e+00 -1.07700e-05 6.38271e+00 3.47616e-12 3.83468e+02 -3.55154e+00 6.17923e-01 8.54941e-01 8.78420e-04 -8.35003e-01 
2017-09-04T15:23:54 1.00836e+00 1.44449e+00 -1.07257e-05 6.40604e+00 3.48458e-12 3.83140e+02 -3.52314e+00 6.69209e-01 8.52475e-01 7.15926e-04 -8.33518e-01 
2017-09-04T15:33:54 1.00835e+00 1.44449e+00 -1.06814e-05 6.42965e+00 3.49315e-12 3.82813e+02 -3.49451e+00 7.20346e-01 8.50004e-01 5.62624e-04 -8.32021e-01 
2017-09-04T15:43:54 1.00835e+00 1.44449e+00 -1.06371e-05 6.45354e+00 3.50188e-12 3.82487e+02 -3.46562e+00 7.71313e-01 8.47528e-01 4.16043e-04 -8.30511e-01 
2017-09-04T15:53:54 1.00835e+00 1.44449e+00 -1.05928e-05 6.47770e+00 3.51078e-12 3.82164e+02 -3.43645e+00 8.22099e-01 8.45047e-01 2.73481e-04 -8.28988e-01 
2017-09-04T16:03:54 1.00835e+00 1.44449e+00 -1.05485e-05 6.50214e+00 3.51985e-12 3.81842e+02 -3.40698e+00 8.72695e-01 8.42561e-01 1.32151e-04 -8.27454e-01 
2017-09-04T16:13:54 1.00835e+00 1.44449e+00 -1.05042e-05 6.52687e+00 3.52909e-12 3.81522e+02 -3.37721e+00 9.23101e-01 8.40069e-01 -1.06996e-05 -8.25907e-01 
2017-09-04T16:23:53 1.00834e+00 1.44449e+00 -1.04599e-05 6.55188e+00 3.53852e-12 3.81204e+02 -3.34715e+00 9.73315e-01 8.37572e-01 -1.57675e-04 -8.24350e-01 
2017-09-04T16:33:53 1.00834e+00 1.44449e+00 -1.04156e-05 6.57720e+00 3.54815e-12 3.80887e+02 -3.31680e+00 1.02334e+00 8.35068e-01 -3.10995e-04 -8.22783e-01 
2017-09-04T16:43:54 1.00834e+00 1.44448e+00 -1.03712e-05 6.60281e+00 3.55798e-12 3.80573e+02 -3.28619e+00 1.07318e+00 8.32556e-01 -4.72135e-04 -8.21207e-01 
2017-09-04T16:53:54 1.00834e+00 1.44448e+00 -1.03269e-05 6.62873e+00 3.56803e-12 3.80260e+02 -3.25533e+00 1.12284e+00 8.30036e-01 -6.41480e-04 -8.19623e-01 
2017-09-04T17:03:54 1.00834e+00 1.44448e+00 -1.02826e-05 6.65497e+00 3.57830e-12 3.79949e+02 -3.22424e+00 1.17232e+00 8.27506e-01 -8.18221e-04 -8.18031e-01 
2017-09-04T17:13:54 1.00834e+00 1.44448e+00 -1.02383e-05 6.68154e+00 3.58881e-12 3.79641e+02 -3.19296e+00 1.22162e+00 8.24966e-01 -1.00054e-03 -8.16432e-01 
2017-09-04T17:23:54 1.00833e+00 1.44448e+00 -1.01940e-05 6.70843e+00 3.59956e-12 3.79334e+02 -3.16149e+00 1.27074e+00 8.22415e-01 -1.18608e-03 -8.14827e-01 
2017-09-04T17:33:54 1.00833e+00 1.44448e+00 -1.01497e-05 6.73566e+00 3.61055e-12 3.79029e+02 -3.12985e+00 1.31967e+00 8.19851e-01 -1.37233e-03 -8.13214e-01 
2017-09-04T17:43:54 1.00833e+00 1.44448e+00 -1.01054e-05 6.76324e+00 3.62179e-12 3.78726e+02 -3.09803e+00 1.36840e+00 8.17275e-01 -1.55703e-03 -8.11594e-01 
2017-09-04T17:53:54 1.00833e+00 1.44448e+00 -1.00611e-05 6.79115e+00 3.63327e-12 3.78424e+02 -3.06605e+00 1.41694e+00 8.14687e-01 -1.73833e-03 -8.09967e-01 
2017-09-04T18:03:54 1.00833e+00 1.44448e+00 -1.00168e-05 6.81941e+00 3.64501e-12 3.78125e+02 -3.03386e+00 1.46527e+00 8.12085e-01 -1.91482e-03 -8.08332e-01 
2017-09-04T18:13:54 1.00833e+00 1.44448e+00 -9.97250e-06 6.84802e+00 3.65699e-12 3.77828e+02 -3.00146e+00 1.51337e+00 8.09470e-01 -2.08559e-03 -8.06690e-01 
2017-09-04T18:23:54 1.00832e+00 1.44448e+00 -9.92820e-06 6.87697e+00 3.66920e-12 3.77532e+02 -2.96880e+00 1.56124e+00 8.06842e-01 -2.25017e-03 -8.05041e-01 
2017-09-04T18:33:54 1.00832e+00 1.44448e+00 -9.88389e-06 6.90626e+00 3.68166e-12 3.77239e+02 -2.93586e+00 1.60887e+00 8.04202e-01 -2.40854e-03 -8.03385e-01 
2017-09-04T18:43:54 1.00832e+00 1.44447e+00 -9.83959e-06 6.93588e+00 3.69434e-12 3.76947e+02 -2.90260e+00 1.65625e+00 8.01548e-01 -2.56108e-03 -8.01724e-01 
2017-09-04T18:53:54 1.00832e+00 1.44447e+00 -9.79529e-06 6.96584e+00 3.70724e-12 3.76657e+02 -2.86898e+00 1.70335e+00 7.98882e-01 -2.70859e-03 -8.00058e-01 
2017-09-04T19:03:54 1.00832e+00 1.44447e+00 -9.75099e-06 6.99612e+00 3.72035e-12 3.76369e+02 -2.83498e+00 1.75017e+00 7.96204e-01 -2.85234e-03 -7.98387e-01 
2017-09-04T19:13:54 1.00832e+00 1.44447e+00 -9.70668e-06 7.02671e+00 3.73367e-12 3.76083e+02 -2.80060e+00 1.79670e+00 7.93514e-01 -2.99378e-03 -7.96714e-01 
2017-09-04T19:23:54 1.00831e+00 1.44447e+00 -9.66238e-06 7.05762e+00 3.74719e-12 3.75799e+02 -2.76586e+00 1.84293e+00 7.90814e-01 -3.13466e-03 -7.95037e-01 
2017-09-04T19:33:54 1.00831e+00 1.44447e+00 -9.61808e-06 7.08884e+00 3.76091e-12 3.75517e+02 -2.73080e+00 1.88884e+00 7.88103e-01 -3.27702e-03 -7.93350e-01 
2017-09-04T19:43:54 1.00831e+00 1.44447e+00 -9.57377e-06 7.12036e+00 3.77482e-12 3.75238e+02 -2.69545e+00 1.93444e+00 7.85381e-01 -3.42218e-03 -7.91646e-01 
2017-09-04T19:53:53 1.00831e+00 1.44447e+00 -9.52947e-06 7.15217e+00 3.78892e-12 3.74960e+02 -2.65987e+00 1.97972e+00 7.82648e-01 -3.57104e-03 -7.89913e-01 
2017-09-04T20:03:53 1.00831e+00 1.44447e+00 -9.48517e-06 7.18429e+00 3.80322e-12 3.74685e+02 -2.62409e+00 2.02469e+00 7.79904e-01 -3.72479e-03 -7.88135e-01 
2017-09-04T20:13:53 1.00831e+00 1.44447e+00 -9.44086e-06 7.21672e+00 3.81774e-12 3.74412e+02 -2.58815e+00 2.06935e+00 7.77144e-01 -3.88485e-03 -7.86305e-01 
2017-09-04T20:23:54 1.00830e+00 1.44447e+00 -9.39656e-06 7.24944e+00 3.83248e-12 3.74141e+02 -2.55208e+00 2.11371e+00 7.74367e-01 -4.05135e-03 -7.84418e-01 
2017-09-04T20:33:54 1.00830e+00 1.44446e+00 -9.35225e-06 7.28248e+00 3.84745e-12 3.73872e+02 -2.51591e+00 2.15775e+00 7.71569e-01 -4.22303e-03 -7.82480e-01 
2017-09-04T20:43:54 1.00830e+00 1.44446e+00 -9.30795e-06 7.31584e+00 3.86267e-12 3.73606e+02 -2.47964e+00 2.20146e+00 7.68747e-01 -4.39907e-03 -7.80496e-01 
2017-09-04T20:53:54 1.00830e+00 1.44446e+00 -9.26363e-06 7.34954e+00 3.87814e-12 3.73343e+02 -2.44330e+00 2.24483e+00 7.65898e-01 -4.58002e-03 -7.78477e-01 
2017-09-04T21:03:54 1.00830e+00 1.44446e+00 -9.21932e-06 7.38358e+00 3.89386e-12 3.73082e+02 -2.40690e+00 2.28783e+00 7.63021e-01 -4.76837e-03 -7.76429e-01 
2017-09-04T21:13:54 1.00830e+00 1.44446e+00 -9.17502e-06 7.41797e+00 3.90984e-12 3.72824e+02 -2.37044e+00 2.33044e+00 7.60117e-01 -4.96723e-03 -7.74355e-01 
2017-09-04T21:23:54 1.00829e+00 1.44446e+00 -9.13071e-06 7.45274e+00 3.92608e-12 3.72568e+02 -2.33396e+00 2.37261e+00 7.57185e-01 -5.17765e-03 -7.72256e-01 
2017-09-04T21:33:54 1.00829e+00 1.44446e+00 -9.08640e-06 7.48787e+00 3.94260e-12 3.72314e+02 -2.29746e+00 2.41433e+00 7.54227e-01 -5.39640e-03 -7.70134e-01 
2017-09-04T21:43:54 1.00829e+00 1.44446e+00 -9.04211e-06 7.52339e+00 3.95939e-12 3.72063e+02 -2.26098e+00 2.45555e+00 7.51244e-01 -5.61665e-03 -7.67987e-01 
2017-09-04T21:53:54 1.00829e+00 1.44446e+00 -8.99781e-06 7.55928e+00 3.97645e-12 3.71815e+02 -2.22453e+00 2.49626e+00 7.48238e-01 -5.83042e-03 -7.65814e-01 
2017-09-04T22:03:54 1.00829e+00 1.44446e+00 -8.95351e-06 7.59555e+00 3.99379e-12 3.71569e+02 -2.18815e+00 2.53641e+00 7.45206e-01 -6.03205e-03 -7.63617e-01 
2017-09-04T22:13:54 1.00828e+00 1.44446e+00 -8.90921e-06 7.63217e+00 4.01141e-12 3.71326e+02 -2.15186e+00 2.57600e+00 7.42148e-01 -6.21843e-03 -7.61396e-01 
2017-09-04T22:23:54 1.00828e+00 1.44445e+00 -8.86491e-06 7.66912e+00 4.02929e-12 3.71085e+02 -2.11570e+00 2.61501e+00 7.39060e-01 -6.39135e-03 -7.59153e-01 
2017-09-04T22:33:54 1.00828e+00 1.44445e+00 -8.82061e-06 7.70639e+00 4.04744e-12 3.70847e+02 -2.07971e+00 2.65342e+00 7.35938e-01 -6.55328e-03 -7.56891e-01 
2017-09-04T22:43:54 1.00828e+00 1.44445e+00 -8.77630e-06 7.74394e+00 4.06584e-12 3.70611e+02 -2.04394e+00 2.69122e+00 7.32780e-01 -6.70849e-03 -7.54610e-01 
2017-09-04T22:53:54 1.00828e+00 1.44445e+00 -8.73200e-06 7.78172e+00 4.08448e-12 3.70377e+02 -2.00845e+00 2.72841e+00 7.29583e-01 -6.86409e-03 -7.52313e-01 
2017-09-04T23:03:54 1.00828e+00 1.44445e+00 -8.68769e-06 7.81971e+00 4.10336e-12 3.70146e+02 -1.97330e+00 2.76500e+00 7.26341e-01 -7.01345e-03 -7.49998e-01 
2017-09-04T23:13:53 1.00827e+00 1.44445e+00 -8.64339e-06 7.85785e+00 4.12246e-12 3.69916e+02 -1.93855e+00 2.80097e+00 7.23053e-01 -7.13254e-03 -7.47660e-01 
2017-09-04T23:23:53 1.00827e+00 1.44445e+00 -8.59909e-06 7.89613e+00 4.14176e-12 3.69690e+02 -1.90424e+00 2.83635e+00 7.19714e-01 -7.19700e-03 -7.45289e-01 
2017-09-04T23:33:53 1.00827e+00 1.44445e+00 -8.55479e-06 7.93450e+00 4.16123e-12 3.69465e+02 -1.87043e+00 2.87114e+00 7.16319e-01 -7.21175e-03 -7.42869e-01 
2017-09-04T23:43:53 1.00827e+00 1.44445e+00 -8.51048e-06 7.97296e+00 4.18087e-12 3.69243e+02 -1.83716e+00 2.90536e+00 7.12865e-01 -7.19995e-03 -7.40383e-01 
2017-09-04T23:53:53 1.00827e+00 1.44445e+00 -8.46618e-06 8.01151e+00 4.20066e-12 3.69024e+02 -1.80446e+00 2.93902e+00 7.09352e-01 -7.18132e-03 -7.37819e-01 
2017-09-05T00:03:53 1.00827e+00 1.44445e+00 -8.42187e-06 8.05016e+00 4.22061e-12 3.68807e+02 -1.77237e+00 2.97214e+00 7.05784e-01 -7.16463e-03 -7.35171e-01 
2017-09-05T00:13:54 1.00826e+00 1.44445e+00 -8.37756e-06 8.08893e+00 4.24073e-12 3.68593e+02 -1.74091e+00 3.00473e+00 7.02168e-01 -7.15254e-03 -7.32441e-01 
2017-09-05T00:23:54 1.00826e+00 1.44444e+00 -8.33326e-06 8.12782e+00 4.26103e-12 3.68381e+02 -1.71010e+00 3.03679e+00 6.98508e-01 -7.14462e-03 -7.29638e-01 
2017-09-05T00:33:54 1.00826e+00 1.44444e+00 -8.28894e-06 8.16686e+00 4.28152e-12 3.68173e+02 -1.67995e+00 3.06833e+00 6.94808e-01 -7.14002e-03 -7.26766e-01 
2017-09-05T00:43:54 1.00826e+00 1.44444e+00 -8.24464e-06 8.20606e+00 4.30222e-12 3.67967e+02 -1.65044e+00 3.09931e+00 6.91068e-01 -7.13730e-03 -7.23831e-01 
2017-09-05T00:53:54 1.00826e+00 1.44444e+00 -8.20033e-06 8.24544e+00 4.32315e-12 3.67764e+02 -1.62156e+00 3.12972e+00 6.87289e-01 -7.13548e-03 -7.20835e-01 
2017-09-05T01:03:54 1.00826e+00 1.44444e+00 -8.15602e-06 8.28501e+00 4.34432e-12 3.67564e+02 -1.59328e+00 3.15952e+00 6.83469e-01 -7.13542e-03 -7.17778e-01 
2017-09-05T01:13:54 1.00825e+00 1.44444e+00 -8.11172e-06 8.32479e+00 4.36574e-12 3.67368e+02 -1.56555e+00 3.18867e+00 6.79606e-01 -7.14103e-03 -7.14655e-01 
2017-09-05T01:23:54 1.00825e+00 1.44444e+00 -8.06742e-06 8.36478e+00 4.38744e-12 3.67174e+02 -1.53832e+00 3.21712e+00 6.75697e-01 -7.15876e-03 -7.11465e-01 
2017-09-05T01:33:54 1.00825e+00 1.44444e+00 -8.02312e-06 8.40499e+00 4.40940e-12 3.66983e+02 -1.51156e+00 3.24482e+00 6.71741e-01 -7.19564e-03 -7.08202e-01 
2017-09-05T01:43:54 1.00825e+00 1.44444e+00 -7.97882e-06 8.44541e+00 4.43166e-12 3.66795e+02 -1.48521e+00 3.27171e+00 6.67735e-01 -7.25845e-03 -7.04865e-01 
2017-09-05T01:53:54 1.00825e+00 1.44444e+00 -7.93452e-06 8.48603e+00 4.45420e-12 3.66610e+02 -1.45923e+00 3.29774e+00 6.63676e-01 -7.35166e-03 -7.01452e-01 
2017-09-05T02:03:54 1.00825e+00 1.44444e+00 -7.89022e-06 8.52682e+00 4.47703e-12 3.66428e+02 -1.43357e+00 3.32287e+00 6.59561e-01 -7.47606e-03 -6.97962e-01 
2017-09-05T02:13:46 1.00824e+00 1.44443e+00 -7.84650e-06 8.56776e+00 4.50016e-12 3.66248e+02 -1.40822e+00 3.34706e+00 6.55387e-01 -7.62881e-03 -6.94398e-01 
2017-09-05T02:23:27 1.00824e+00 1.44443e+00 -7.80356e-06 8.60881e+00 4.52356e-12 3.66072e+02 -1.38313e+00 3.37029e+00 6.51153e-01 -7.80441e-03 -6.90767e-01 
2017-09-05T02:33:22 1.00824e+00 1.44443e+00 -7.75960e-06 8.64996e+00 4.54722e-12 3.65899e+02 -1.35827e+00 3.39258e+00 6.46855e-01 -7.99631e-03 -6.87079e-01 
2017-09-05T02:43:18 1.00824e+00 1.44443e+00 -7.71561e-06 8.69119e+00 4.57114e-12 3.65729e+02 -1.33363e+00 3.41396e+00 6.42492e-01 -8.19795e-03 -6.83338e-01 
