date[dTt] r[AU] clt[rad] lon[rad] n[1/cm^3] P[Pa] vr[km/s] vclt[km/s] vlon[km/s] Br[nT] Bclt[nT] Blon[nT]
2017-09-01T01:43:54 1.00922e+00 1.44522e+00 -2.81753e-05 1.13079e+01 9.22729e-12 3.97498e+02 4.00257e+00 -4.21128e+00 2.65124e+00 -3.68187e-02 -2.41964e+00 
2017-09-01T01:53:54 1.00922e+00 1.44522e+00 -2.81535e-05 1.12662e+01 9.19542e-12 3.97853e+02 3.87429e+00 -4.19735e+00 2.65275e+00 -3.66887e-02 -2.41769e+00 
2017-09-01T02:03:54 1.00922e+00 1.44522e+00 -2.81317e-05 1.12250e+01 9.16392e-12 3.98206e+02 3.74607e+00 -4.18058e+00 2.65435e+00 -3.65845e-02 -2.41570e+00 
2017-09-01T02:13:54 1.00921e+00 1.44521e+00 -2.81100e-05 1.11839e+01 9.13266e-12 3.98558e+02 3.61806e+00 -4.16062e+00 2.65600e+00 -3.64765e-02 -2.41374e+00 
2017-09-01T02:23:54 1.00921e+00 1.44521e+00 -2.80882e-05 1.11428e+01 9.10162e-12 3.98907e+02 3.49042e+00 -4.13732e+00 2.65769e+00 -3.63009e-02 -2.41177e+00 
2017-09-01T02:33:54 1.00921e+00 1.44521e+00 -2.80664e-05 1.11015e+01 9.07078e-12 3.99255e+02 3.36330e+00 -4.11074e+00 2.65943e+00 -3.59865e-02 -2.40974e+00 
2017-09-01T02:43:54 1.00921e+00 1.44521e+00 -2.80447e-05 1.10602e+01 9.04014e-12 3.99599e+02 3.23679e+00 -4.08117e+00 2.66121e+00 -3.55195e-02 -2.40770e+00 
2017-09-01T02:53:54 1.00921e+00 1.44521e+00 -2.80229e-05 1.10188e+01 9.00972e-12 3.99941e+02 3.11095e+00 -4.04907e+00 2.66301e+00 -3.49552e-02 -2.40576e+00 
2017-09-01T03:03:54 1.00921e+00 1.44521e+00 -2.80011e-05 1.09776e+01 8.97953e-12 4.00279e+02 2.98576e+00 -4.01503e+00 2.66481e+00 -3.44029e-02 -2.40406e+00 
2017-09-01T03:13:54 1.00920e+00 1.44520e+00 -2.79794e-05 1.09365e+01 8.94959e-12 4.00613e+02 2.86117e+00 -3.97966e+00 2.66658e+00 -3.39350e-02 -2.40269e+00 
2017-09-01T03:23:54 1.00920e+00 1.44520e+00 -2.79576e-05 1.08956e+01 8.91996e-12 4.00945e+02 2.73712e+00 -3.94351e+00 2.66829e+00 -3.36037e-02 -2.40169e+00 
2017-09-01T03:33:54 1.00920e+00 1.44520e+00 -2.79358e-05 1.08549e+01 8.89067e-12 4.01273e+02 2.61356e+00 -3.90706e+00 2.66993e+00 -3.34228e-02 -2.40102e+00 
2017-09-01T03:43:54 1.00920e+00 1.44520e+00 -2.79141e-05 1.08144e+01 8.86172e-12 4.01598e+02 2.49045e+00 -3.87057e+00 2.67147e+00 -3.33382e-02 -2.40060e+00 
2017-09-01T03:53:54 1.00920e+00 1.44520e+00 -2.78923e-05 1.07743e+01 8.83312e-12 4.01920e+02 2.36773e+00 -3.83416e+00 2.67293e+00 -3.33774e-02 -2.40038e+00 
2017-09-01T04:03:54 1.00920e+00 1.44519e+00 -2.78706e-05 1.07346e+01 8.80482e-12 4.02240e+02 2.24538e+00 -3.79775e+00 2.67426e+00 -3.37145e-02 -2.40032e+00 
2017-09-01T04:13:54 1.00919e+00 1.44519e+00 -2.78488e-05 1.06957e+01 8.77677e-12 4.02557e+02 2.12337e+00 -3.76120e+00 2.67545e+00 -3.45711e-02 -2.40037e+00 
2017-09-01T04:23:54 1.00919e+00 1.44519e+00 -2.78270e-05 1.06575e+01 8.74891e-12 4.02871e+02 2.00173e+00 -3.72430e+00 2.67648e+00 -3.59234e-02 -2.40051e+00 
2017-09-01T04:33:54 1.00919e+00 1.44519e+00 -2.78053e-05 1.06201e+01 8.72118e-12 4.03182e+02 1.88061e+00 -3.68687e+00 2.67736e+00 -3.75728e-02 -2.40071e+00 
2017-09-01T04:43:54 1.00919e+00 1.44519e+00 -2.77835e-05 1.05837e+01 8.69353e-12 4.03491e+02 1.76022e+00 -3.64880e+00 2.67810e+00 -3.92794e-02 -2.40095e+00 
2017-09-01T04:53:54 1.00919e+00 1.44518e+00 -2.77617e-05 1.05482e+01 8.66594e-12 4.03798e+02 1.64084e+00 -3.61002e+00 2.67870e+00 -4.08756e-02 -2.40119e+00 
2017-09-01T05:03:54 1.00919e+00 1.44518e+00 -2.77400e-05 1.05134e+01 8.63839e-12 4.04103e+02 1.52275e+00 -3.57049e+00 2.67919e+00 -4.22847e-02 -2.40140e+00 
2017-09-01T05:13:54 1.00918e+00 1.44518e+00 -2.77182e-05 1.04793e+01 8.61091e-12 4.04407e+02 1.40610e+00 -3.53013e+00 2.67960e+00 -4.34956e-02 -2.40153e+00 
2017-09-01T05:23:54 1.00918e+00 1.44518e+00 -2.76964e-05 1.04458e+01 8.58356e-12 4.04709e+02 1.29093e+00 -3.48894e+00 2.67993e+00 -4.45303e-02 -2.40155e+00 
2017-09-01T05:33:54 1.00918e+00 1.44518e+00 -2.76747e-05 1.04128e+01 8.55641e-12 4.05011e+02 1.17713e+00 -3.44687e+00 2.68023e+00 -4.54229e-02 -2.40138e+00 
2017-09-01T05:43:54 1.00918e+00 1.44518e+00 -2.76529e-05 1.03801e+01 8.52954e-12 4.05311e+02 1.06450e+00 -3.40390e+00 2.68053e+00 -4.76742e-02 -2.40636e+00 
2017-09-01T05:53:54 1.00918e+00 1.44517e+00 -2.76311e-05 1.03480e+01 8.50301e-12 4.05610e+02 9.52811e-01 -3.36001e+00 2.68083e+00 -4.81948e-02 -2.40540e+00 
2017-09-01T06:03:54 1.00918e+00 1.44517e+00 -2.76094e-05 1.03164e+01 8.47686e-12 4.05907e+02 8.41822e-01 -3.31519e+00 2.68115e+00 -4.86706e-02 -2.40438e+00 
2017-09-01T06:13:54 1.00917e+00 1.44517e+00 -2.75876e-05 1.02853e+01 8.45107e-12 4.06202e+02 7.31311e-01 -3.26944e+00 2.68149e+00 -4.91113e-02 -2.40333e+00 
2017-09-01T06:23:54 1.00917e+00 1.44517e+00 -2.75659e-05 1.02548e+01 8.42563e-12 4.06494e+02 6.21080e-01 -3.22278e+00 2.68186e+00 -4.95260e-02 -2.40230e+00 
2017-09-01T06:33:54 1.00917e+00 1.44517e+00 -2.75441e-05 1.02250e+01 8.40051e-12 4.06783e+02 5.10943e-01 -3.17527e+00 2.68224e+00 -4.99245e-02 -2.40131e+00 
2017-09-01T06:43:54 1.00917e+00 1.44516e+00 -2.75223e-05 1.01956e+01 8.37570e-12 4.07069e+02 4.00738e-01 -3.12702e+00 2.68262e+00 -5.03162e-02 -2.40040e+00 
2017-09-01T06:53:54 1.00917e+00 1.44516e+00 -2.75006e-05 1.01667e+01 8.35117e-12 4.07352e+02 2.90338e-01 -3.07816e+00 2.68301e+00 -5.07195e-02 -2.39958e+00 
2017-09-01T07:03:54 1.00917e+00 1.44516e+00 -2.74788e-05 1.01382e+01 8.32692e-12 4.07632e+02 1.79673e-01 -3.02885e+00 2.68340e+00 -5.11520e-02 -2.39886e+00 
2017-09-01T07:13:54 1.00916e+00 1.44516e+00 -2.74570e-05 1.01099e+01 8.30294e-12 4.07910e+02 6.87318e-02 -2.97920e+00 2.68376e+00 -5.16292e-02 -2.39826e+00 
2017-09-01T07:23:54 1.00916e+00 1.44516e+00 -2.74353e-05 1.00819e+01 8.27924e-12 4.08186e+02 -4.24413e-02 -2.92935e+00 2.68411e+00 -5.21636e-02 -2.39776e+00 
2017-09-01T07:33:54 1.00916e+00 1.44515e+00 -2.74135e-05 1.00541e+01 8.25583e-12 4.08460e+02 -1.53748e-01 -2.87938e+00 2.68442e+00 -5.27399e-02 -2.39738e+00 
2017-09-01T07:43:54 1.00916e+00 1.44515e+00 -2.73917e-05 1.00265e+01 8.23271e-12 4.08730e+02 -2.65037e-01 -2.82937e+00 2.68470e+00 -5.33152e-02 -2.39710e+00 
2017-09-01T07:53:54 1.00916e+00 1.44515e+00 -2.73700e-05 9.99917e+00 8.20989e-12 4.08999e+02 -3.76140e-01 -2.77939e+00 2.68493e+00 -5.38585e-02 -2.39692e+00 
2017-09-01T08:03:54 1.00916e+00 1.44515e+00 -2.73482e-05 9.97222e+00 8.18736e-12 4.09265e+02 -4.86926e-01 -2.72951e+00 2.68511e+00 -5.43834e-02 -2.39682e+00 
2017-09-01T08:13:54 1.00915e+00 1.44515e+00 -2.73265e-05 9.94588e+00 8.16511e-12 4.09529e+02 -5.97308e-01 -2.67977e+00 2.68523e+00 -5.49192e-02 -2.39680e+00 
2017-09-01T08:23:54 1.00915e+00 1.44515e+00 -2.73047e-05 9.92030e+00 8.14311e-12 4.09791e+02 -7.07260e-01 -2.63024e+00 2.68528e+00 -5.54705e-02 -2.39683e+00 
2017-09-01T08:33:54 1.00915e+00 1.44514e+00 -2.72829e-05 9.89556e+00 8.12135e-12 4.10052e+02 -8.16819e-01 -2.58095e+00 2.68527e+00 -5.60219e-02 -2.39692e+00 
2017-09-01T08:43:54 1.00915e+00 1.44514e+00 -2.72612e-05 9.87169e+00 8.09980e-12 4.10311e+02 -9.26068e-01 -2.53194e+00 2.68523e+00 -5.65578e-02 -2.39704e+00 
2017-09-01T08:53:54 1.00915e+00 1.44514e+00 -2.72394e-05 9.84853e+00 8.07847e-12 4.10569e+02 -1.03509e+00 -2.48323e+00 2.68515e+00 -5.70670e-02 -2.39718e+00 
2017-09-01T09:03:54 1.00915e+00 1.44514e+00 -2.72176e-05 9.82587e+00 8.05734e-12 4.10825e+02 -1.14399e+00 -2.43484e+00 2.68505e+00 -5.75441e-02 -2.39733e+00 
2017-09-01T09:13:54 1.00915e+00 1.44514e+00 -2.71959e-05 9.80355e+00 8.03643e-12 4.11078e+02 -1.25285e+00 -2.38680e+00 2.68495e+00 -5.79873e-02 -2.39748e+00 
2017-09-01T09:23:54 1.00914e+00 1.44513e+00 -2.71741e-05 9.78154e+00 8.01577e-12 4.11330e+02 -1.36179e+00 -2.33916e+00 2.68484e+00 -5.83974e-02 -2.39763e+00 
2017-09-01T09:33:54 1.00914e+00 1.44513e+00 -2.71523e-05 9.75986e+00 7.99541e-12 4.11580e+02 -1.47092e+00 -2.29196e+00 2.68475e+00 -5.87856e-02 -2.39776e+00 
2017-09-01T09:43:54 1.00914e+00 1.44513e+00 -2.71306e-05 9.73860e+00 7.97538e-12 4.11827e+02 -1.58036e+00 -2.24525e+00 2.68467e+00 -5.91749e-02 -2.39788e+00 
2017-09-01T09:53:54 1.00914e+00 1.44513e+00 -2.71088e-05 9.71784e+00 7.95576e-12 4.12074e+02 -1.69024e+00 -2.19906e+00 2.68462e+00 -5.95850e-02 -2.39799e+00 
2017-09-01T10:03:54 1.00914e+00 1.44513e+00 -2.70870e-05 9.69764e+00 7.93659e-12 4.12318e+02 -1.80068e+00 -2.15342e+00 2.68461e+00 -6.00184e-02 -2.39807e+00 
2017-09-01T10:13:53 1.00914e+00 1.44512e+00 -2.70653e-05 9.67804e+00 7.91791e-12 4.12562e+02 -1.91177e+00 -2.10830e+00 2.68464e+00 -6.04627e-02 -2.39814e+00 
2017-09-01T10:23:53 1.00913e+00 1.44512e+00 -2.70435e-05 9.65906e+00 7.89975e-12 4.12804e+02 -2.02356e+00 -2.06370e+00 2.68472e+00 -6.09031e-02 -2.39820e+00 
2017-09-01T10:33:53 1.00913e+00 1.44512e+00 -2.70218e-05 9.64067e+00 7.88215e-12 4.13046e+02 -2.13603e+00 -2.01957e+00 2.68485e+00 -6.13291e-02 -2.39828e+00 
2017-09-01T10:43:53 1.00913e+00 1.44512e+00 -2.70000e-05 9.62287e+00 7.86508e-12 4.13286e+02 -2.24914e+00 -1.97588e+00 2.68502e+00 -6.17345e-02 -2.39838e+00 
2017-09-01T10:53:53 1.00913e+00 1.44512e+00 -2.69782e-05 9.60564e+00 7.84854e-12 4.13526e+02 -2.36276e+00 -1.93260e+00 2.68524e+00 -6.21151e-02 -2.39852e+00 
2017-09-01T11:03:53 1.00913e+00 1.44512e+00 -2.69565e-05 9.58894e+00 7.83250e-12 4.13764e+02 -2.47678e+00 -1.88970e+00 2.68549e+00 -6.24677e-02 -2.39871e+00 
2017-09-01T11:13:53 1.00913e+00 1.44511e+00 -2.69347e-05 9.57275e+00 7.81693e-12 4.14002e+02 -2.59105e+00 -1.84716e+00 2.68578e+00 -6.27906e-02 -2.39896e+00 
2017-09-01T11:23:53 1.00912e+00 1.44511e+00 -2.69129e-05 9.55704e+00 7.80180e-12 4.14238e+02 -2.70542e+00 -1.80497e+00 2.68610e+00 -6.30833e-02 -2.39928e+00 
2017-09-01T11:33:53 1.00912e+00 1.44511e+00 -2.68912e-05 9.54178e+00 7.78707e-12 4.14474e+02 -2.81978e+00 -1.76316e+00 2.68644e+00 -6.33472e-02 -2.39968e+00 
2017-09-01T11:43:53 1.00912e+00 1.44511e+00 -2.68694e-05 9.52695e+00 7.77270e-12 4.14709e+02 -2.93400e+00 -1.72176e+00 2.68681e+00 -6.35846e-02 -2.40019e+00 
2017-09-01T11:53:53 1.00912e+00 1.44511e+00 -2.68476e-05 9.51252e+00 7.75867e-12 4.14944e+02 -3.04800e+00 -1.68079e+00 2.68720e+00 -6.37984e-02 -2.40084e+00 
2017-09-01T12:03:53 1.00912e+00 1.44510e+00 -2.68230e-05 9.49848e+00 7.74494e-12 4.15177e+02 -3.16171e+00 -1.64032e+00 2.68761e+00 -6.39915e-02 -2.40164e+00 
2017-09-01T12:13:53 1.00912e+00 1.44510e+00 -2.67938e-05 9.48482e+00 7.73149e-12 4.15409e+02 -3.27509e+00 -1.60035e+00 2.68805e+00 -6.41652e-02 -2.40258e+00 
2017-09-01T12:23:53 1.00911e+00 1.44510e+00 -2.67646e-05 9.47152e+00 7.71833e-12 4.15640e+02 -3.38816e+00 -1.56095e+00 2.68853e+00 -6.43170e-02 -2.40364e+00 
2017-09-01T12:33:53 1.00911e+00 1.44510e+00 -2.67354e-05 9.45857e+00 7.70547e-12 4.15871e+02 -3.50096e+00 -1.52214e+00 2.68905e+00 -6.44433e-02 -2.40480e+00 
2017-09-01T12:43:53 1.00911e+00 1.44510e+00 -2.67062e-05 9.44596e+00 7.69295e-12 4.16100e+02 -3.61356e+00 -1.48396e+00 2.68961e+00 -6.45447e-02 -2.40603e+00 
2017-09-01T12:53:53 1.00911e+00 1.44510e+00 -2.66770e-05 9.43368e+00 7.68083e-12 4.16329e+02 -3.72604e+00 -1.44645e+00 2.69021e+00 -6.46245e-02 -2.40733e+00 
2017-09-01T13:03:54 1.00911e+00 1.44509e+00 -2.66478e-05 9.42172e+00 7.66916e-12 4.16557e+02 -3.83850e+00 -1.40966e+00 2.69085e+00 -6.46863e-02 -2.40870e+00 
2017-09-01T13:13:54 1.00911e+00 1.44509e+00 -2.66185e-05 9.41009e+00 7.65801e-12 4.16785e+02 -3.95109e+00 -1.37366e+00 2.69153e+00 -6.47326e-02 -2.41013e+00 
2017-09-01T13:23:54 1.00910e+00 1.44509e+00 -2.65893e-05 9.39877e+00 7.64742e-12 4.17012e+02 -4.06392e+00 -1.33853e+00 2.69225e+00 -6.47649e-02 -2.41162e+00 
2017-09-01T13:33:53 1.00910e+00 1.44509e+00 -2.65601e-05 9.38777e+00 7.63738e-12 4.17239e+02 -4.17710e+00 -1.30437e+00 2.69302e+00 -6.47846e-02 -2.41319e+00 
2017-09-01T13:43:53 1.00910e+00 1.44509e+00 -2.65310e-05 9.37712e+00 7.62791e-12 4.17466e+02 -4.29073e+00 -1.27126e+00 2.69383e+00 -6.47931e-02 -2.41484e+00 
2017-09-01T13:53:53 1.00910e+00 1.44509e+00 -2.65018e-05 9.36684e+00 7.61897e-12 4.17694e+02 -4.40484e+00 -1.23932e+00 2.69470e+00 -6.47918e-02 -2.41658e+00 
2017-09-01T14:03:53 1.00910e+00 1.44508e+00 -2.64726e-05 9.35695e+00 7.61050e-12 4.17922e+02 -4.51940e+00 -1.20861e+00 2.69565e+00 -6.47820e-02 -2.41843e+00 
2017-09-01T14:13:53 1.00910e+00 1.44508e+00 -2.64434e-05 9.34751e+00 7.60246e-12 4.18151e+02 -4.63432e+00 -1.17922e+00 2.69667e+00 -6.47646e-02 -2.42039e+00 
2017-09-01T14:23:53 1.00909e+00 1.44508e+00 -2.64141e-05 9.33853e+00 7.59479e-12 4.18382e+02 -4.74943e+00 -1.15123e+00 2.69780e+00 -6.47385e-02 -2.42245e+00 
2017-09-01T14:33:53 1.00909e+00 1.44508e+00 -2.63849e-05 9.33005e+00 7.58746e-12 4.18614e+02 -4.86451e+00 -1.12470e+00 2.69903e+00 -6.47009e-02 -2.42463e+00 
2017-09-01T14:43:53 1.00909e+00 1.44508e+00 -2.63557e-05 9.32209e+00 7.58044e-12 4.18848e+02 -4.97929e+00 -1.09968e+00 2.70039e+00 -6.46462e-02 -2.42691e+00 
2017-09-01T14:53:53 1.00909e+00 1.44508e+00 -2.63265e-05 9.31465e+00 7.57372e-12 4.19084e+02 -5.09349e+00 -1.07622e+00 2.70188e+00 -6.45692e-02 -2.42928e+00 
2017-09-01T15:03:53 1.00909e+00 1.44507e+00 -2.62973e-05 9.30773e+00 7.56732e-12 4.19322e+02 -5.20686e+00 -1.05434e+00 2.70352e+00 -6.44627e-02 -2.43173e+00 
2017-09-01T15:13:53 1.00909e+00 1.44507e+00 -2.62681e-05 9.30132e+00 7.56127e-12 4.19561e+02 -5.31919e+00 -1.03401e+00 2.70531e+00 -6.43245e-02 -2.43422e+00 
2017-09-01T15:23:53 1.00908e+00 1.44507e+00 -2.62389e-05 9.29539e+00 7.55565e-12 4.19803e+02 -5.43032e+00 -1.01519e+00 2.70726e+00 -6.41492e-02 -2.43673e+00 
2017-09-01T15:33:53 1.00908e+00 1.44507e+00 -2.62097e-05 9.28991e+00 7.55053e-12 4.20047e+02 -5.54016e+00 -9.97848e-01 2.70936e+00 -6.39363e-02 -2.43920e+00 
2017-09-01T15:43:53 1.00908e+00 1.44507e+00 -2.61805e-05 9.28482e+00 7.54599e-12 4.20292e+02 -5.64865e+00 -9.81888e-01 2.71161e+00 -6.36934e-02 -2.44165e+00 
2017-09-01T15:53:53 1.00908e+00 1.44507e+00 -2.61513e-05 9.28008e+00 7.54207e-12 4.20539e+02 -5.75575e+00 -9.67250e-01 2.71397e+00 -6.34103e-02 -2.44408e+00 
2017-09-01T16:03:53 1.00908e+00 1.44506e+00 -2.61221e-05 9.27564e+00 7.53878e-12 4.20787e+02 -5.86143e+00 -9.53809e-01 2.71642e+00 -6.30315e-02 -2.44651e+00 
2017-09-01T16:13:53 1.00908e+00 1.44506e+00 -2.60929e-05 9.27146e+00 7.53610e-12 4.21036e+02 -5.96564e+00 -9.41477e-01 2.71895e+00 -6.24605e-02 -2.44894e+00 
2017-09-01T16:23:53 1.00907e+00 1.44506e+00 -2.60637e-05 9.26752e+00 7.53396e-12 4.21286e+02 -6.06831e+00 -9.30102e-01 2.72155e+00 -6.16341e-02 -2.45138e+00 
2017-09-01T16:33:53 1.00907e+00 1.44506e+00 -2.60345e-05 9.26381e+00 7.53231e-12 4.21538e+02 -6.16938e+00 -9.19489e-01 2.72421e+00 -6.05645e-02 -2.45383e+00 
2017-09-01T16:43:53 1.00907e+00 1.44506e+00 -2.60053e-05 9.26031e+00 7.53106e-12 4.21790e+02 -6.26881e+00 -9.09635e-01 2.72694e+00 -5.93312e-02 -2.45630e+00 
2017-09-01T16:53:53 1.00907e+00 1.44506e+00 -2.59761e-05 9.25701e+00 7.53016e-12 4.22043e+02 -6.36663e+00 -9.00927e-01 2.72974e+00 -5.80304e-02 -2.45877e+00 
2017-09-01T17:03:53 1.00907e+00 1.44506e+00 -2.59469e-05 9.25390e+00 7.52953e-12 4.22297e+02 -6.46293e+00 -8.93910e-01 2.73260e+00 -5.67413e-02 -2.46128e+00 
2017-09-01T17:13:53 1.00907e+00 1.44505e+00 -2.59177e-05 9.25093e+00 7.52914e-12 4.22553e+02 -6.55786e+00 -8.89030e-01 2.73554e+00 -5.55151e-02 -2.46382e+00 
2017-09-01T17:23:53 1.00906e+00 1.44505e+00 -2.58885e-05 9.24805e+00 7.52895e-12 4.22810e+02 -6.65166e+00 -8.86547e-01 2.73853e+00 -5.43851e-02 -2.46643e+00 
2017-09-01T17:33:53 1.00906e+00 1.44505e+00 -2.58593e-05 9.24521e+00 7.52893e-12 4.23068e+02 -6.74454e+00 -8.86328e-01 2.74155e+00 -5.33888e-02 -2.46911e+00 
2017-09-01T17:43:53 1.00906e+00 1.44505e+00 -2.58301e-05 9.24234e+00 7.52908e-12 4.23329e+02 -6.83676e+00 -8.87933e-01 2.74461e+00 -5.25558e-02 -2.47186e+00 
2017-09-01T17:53:53 1.00906e+00 1.44505e+00 -2.58009e-05 9.23940e+00 7.52933e-12 4.23590e+02 -6.92851e+00 -8.90850e-01 2.74768e+00 -5.18635e-02 -2.47468e+00 
2017-09-01T18:03:53 1.00906e+00 1.44505e+00 -2.57717e-05 9.23631e+00 7.52966e-12 4.23854e+02 -7.01991e+00 -8.94767e-01 2.75074e+00 -5.12791e-02 -2.47754e+00 
2017-09-01T18:13:53 1.00906e+00 1.44504e+00 -2.57425e-05 9.23303e+00 7.53002e-12 4.24120e+02 -7.11099e+00 -8.99647e-01 2.75378e+00 -5.07720e-02 -2.48044e+00 
2017-09-01T18:23:53 1.00905e+00 1.44504e+00 -2.57133e-05 9.22954e+00 7.53037e-12 4.24388e+02 -7.20171e+00 -9.05646e-01 2.75678e+00 -5.03203e-02 -2.48338e+00 
2017-09-01T18:33:53 1.00905e+00 1.44504e+00 -2.56841e-05 9.22580e+00 7.53069e-12 4.24658e+02 -7.29196e+00 -9.12995e-01 2.75973e+00 -4.99053e-02 -2.48636e+00 
2017-09-01T18:43:53 1.00905e+00 1.44504e+00 -2.56549e-05 9.22180e+00 7.53096e-12 4.24930e+02 -7.38157e+00 -9.21939e-01 2.76261e+00 -4.95114e-02 -2.48935e+00 
2017-09-01T18:53:53 1.00905e+00 1.44504e+00 -2.56257e-05 9.21754e+00 7.53118e-12 4.25205e+02 -7.47039e+00 -9.32671e-01 2.76541e+00 -4.91316e-02 -2.49235e+00 
2017-09-01T19:03:53 1.00905e+00 1.44504e+00 -2.55965e-05 9.21305e+00 7.53135e-12 4.25482e+02 -7.55831e+00 -9.45287e-01 2.76814e+00 -4.87766e-02 -2.49532e+00 
2017-09-01T19:13:53 1.00905e+00 1.44503e+00 -2.55673e-05 9.20834e+00 7.53149e-12 4.25762e+02 -7.64523e+00 -9.59891e-01 2.77078e+00 -4.84639e-02 -2.49823e+00 
2017-09-01T19:23:53 1.00904e+00 1.44503e+00 -2.55381e-05 9.20346e+00 7.53162e-12 4.26046e+02 -7.73111e+00 -9.76644e-01 2.77336e+00 -4.81879e-02 -2.50105e+00 
2017-09-01T19:33:53 1.00904e+00 1.44503e+00 -2.55089e-05 9.19846e+00 7.53176e-12 4.26332e+02 -7.81590e+00 -9.95821e-01 2.77589e+00 -4.79248e-02 -2.50377e+00 
2017-09-01T19:43:53 1.00904e+00 1.44503e+00 -2.54797e-05 9.19339e+00 7.53196e-12 4.26621e+02 -7.89959e+00 -1.01782e+00 2.77841e+00 -4.76524e-02 -2.50639e+00 
2017-09-01T19:53:53 1.00904e+00 1.44503e+00 -2.54505e-05 9.18826e+00 7.53222e-12 4.26914e+02 -7.98211e+00 -1.04305e+00 2.78093e+00 -4.73611e-02 -2.50892e+00 
2017-09-01T20:03:53 1.00904e+00 1.44503e+00 -2.54212e-05 9.18306e+00 7.53259e-12 4.27211e+02 -8.06343e+00 -1.07181e+00 2.78344e+00 -4.70516e-02 -2.51133e+00 
2017-09-01T20:13:53 1.00904e+00 1.44502e+00 -2.53920e-05 9.17777e+00 7.53308e-12 4.27512e+02 -8.14352e+00 -1.10420e+00 2.78595e+00 -4.67315e-02 -2.51363e+00 
2017-09-01T20:23:53 1.00903e+00 1.44502e+00 -2.53628e-05 9.17234e+00 7.53369e-12 4.27817e+02 -8.22236e+00 -1.14013e+00 2.78844e+00 -4.64098e-02 -2.51581e+00 
2017-09-01T20:33:53 1.00903e+00 1.44502e+00 -2.53336e-05 9.16670e+00 7.53445e-12 4.28126e+02 -8.29995e+00 -1.17936e+00 2.79092e+00 -4.60936e-02 -2.51788e+00 
2017-09-01T20:43:53 1.00903e+00 1.44502e+00 -2.53044e-05 9.16077e+00 7.53532e-12 4.28439e+02 -8.37633e+00 -1.22160e+00 2.79337e+00 -4.57866e-02 -2.51985e+00 
2017-09-01T20:53:53 1.00903e+00 1.44502e+00 -2.52752e-05 9.15448e+00 7.53622e-12 4.28756e+02 -8.45154e+00 -1.26665e+00 2.79579e+00 -4.54890e-02 -2.52176e+00 
2017-09-01T21:03:53 1.00903e+00 1.44502e+00 -2.52460e-05 9.14775e+00 7.53708e-12 4.29077e+02 -8.52564e+00 -1.31439e+00 2.79817e+00 -4.51988e-02 -2.52364e+00 
2017-09-01T21:13:53 1.00903e+00 1.44501e+00 -2.52168e-05 9.14051e+00 7.53786e-12 4.29403e+02 -8.59869e+00 -1.36479e+00 2.80052e+00 -4.49132e-02 -2.52548e+00 
2017-09-01T21:23:53 1.00902e+00 1.44501e+00 -2.51876e-05 9.13270e+00 7.53854e-12 4.29732e+02 -8.67072e+00 -1.41783e+00 2.80284e+00 -4.46309e-02 -2.52724e+00 
